cdf,no_prag,2,0.0,0.0,10000
freq,no_prag,2,0.0,0.0,10000
cdf,additive,2,0.0,0.0,10000
freq,additive,2,0.0,0.0,10000
cdf,RSA,2,0.0,0.0,10000
freq,RSA,2,0.0,0.0,10000
cdf,no_prag,2,0.0,0.1,10001
freq,no_prag,2,0.0,0.1,10001
cdf,additive,2,0.0,0.1,10001
freq,additive,2,0.0,0.1,10001
cdf,RSA,2,0.0,0.1,10001
freq,RSA,2,0.0,0.1,10001
cdf,no_prag,2,0.0,0.2,10002
freq,no_prag,2,0.0,0.2,10002
cdf,additive,2,0.0,0.2,10002
freq,additive,2,0.0,0.2,10002
cdf,RSA,2,0.0,0.2,10002
freq,RSA,2,0.0,0.2,10002
cdf,no_prag,2,0.0,0.30000000000000004,10003
freq,no_prag,2,0.0,0.30000000000000004,10003
cdf,additive,2,0.0,0.30000000000000004,10003
freq,additive,2,0.0,0.30000000000000004,10003
cdf,RSA,2,0.0,0.30000000000000004,10003
freq,RSA,2,0.0,0.30000000000000004,10003
cdf,no_prag,2,0.0,0.4,10004
freq,no_prag,2,0.0,0.4,10004
cdf,additive,2,0.0,0.4,10004
freq,additive,2,0.0,0.4,10004
cdf,RSA,2,0.0,0.4,10004
freq,RSA,2,0.0,0.4,10004
cdf,no_prag,2,0.0,0.5,10005
freq,no_prag,2,0.0,0.5,10005
cdf,additive,2,0.0,0.5,10005
freq,additive,2,0.0,0.5,10005
cdf,RSA,2,0.0,0.5,10005
freq,RSA,2,0.0,0.5,10005
cdf,no_prag,2,0.0,0.6000000000000001,10006
freq,no_prag,2,0.0,0.6000000000000001,10006
cdf,additive,2,0.0,0.6000000000000001,10006
freq,additive,2,0.0,0.6000000000000001,10006
cdf,RSA,2,0.0,0.6000000000000001,10006
freq,RSA,2,0.0,0.6000000000000001,10006
cdf,no_prag,2,0.0,0.7000000000000001,10007
freq,no_prag,2,0.0,0.7000000000000001,10007
cdf,additive,2,0.0,0.7000000000000001,10007
freq,additive,2,0.0,0.7000000000000001,10007
cdf,RSA,2,0.0,0.7000000000000001,10007
freq,RSA,2,0.0,0.7000000000000001,10007
cdf,no_prag,2,0.0,0.8,10008
freq,no_prag,2,0.0,0.8,10008
cdf,additive,2,0.0,0.8,10008
freq,additive,2,0.0,0.8,10008
cdf,RSA,2,0.0,0.8,10008
freq,RSA,2,0.0,0.8,10008
cdf,no_prag,2,0.0,0.9,10009
freq,no_prag,2,0.0,0.9,10009
cdf,additive,2,0.0,0.9,10009
freq,additive,2,0.0,0.9,10009
cdf,RSA,2,0.0,0.9,10009
freq,RSA,2,0.0,0.9,10009
cdf,no_prag,2,0.0,1.0,10010
freq,no_prag,2,0.0,1.0,10010
cdf,additive,2,0.0,1.0,10010
freq,additive,2,0.0,1.0,10010
cdf,RSA,2,0.0,1.0,10010
freq,RSA,2,0.0,1.0,10010
cdf,no_prag,2,0.1,0.0,10011
freq,no_prag,2,0.1,0.0,10011
cdf,additive,2,0.1,0.0,10011
freq,additive,2,0.1,0.0,10011
cdf,RSA,2,0.1,0.0,10011
freq,RSA,2,0.1,0.0,10011
cdf,no_prag,2,0.1,0.1,10012
freq,no_prag,2,0.1,0.1,10012
cdf,additive,2,0.1,0.1,10012
freq,additive,2,0.1,0.1,10012
cdf,RSA,2,0.1,0.1,10012
freq,RSA,2,0.1,0.1,10012
cdf,no_prag,2,0.1,0.2,10013
freq,no_prag,2,0.1,0.2,10013
cdf,additive,2,0.1,0.2,10013
freq,additive,2,0.1,0.2,10013
cdf,RSA,2,0.1,0.2,10013
freq,RSA,2,0.1,0.2,10013
cdf,no_prag,2,0.1,0.30000000000000004,10014
freq,no_prag,2,0.1,0.30000000000000004,10014
cdf,additive,2,0.1,0.30000000000000004,10014
freq,additive,2,0.1,0.30000000000000004,10014
cdf,RSA,2,0.1,0.30000000000000004,10014
freq,RSA,2,0.1,0.30000000000000004,10014
cdf,no_prag,2,0.1,0.4,10015
freq,no_prag,2,0.1,0.4,10015
