wordpair,boardnames,budget,clue,clue_probs_union,clue_probs_intersection
bat-bounce,e1_board9_words,budget=4,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=4,move,1.2570810897256603e-05,1e-09
bat-bounce,e1_board9_words,budget=4,sport,0.01135965153445658,1e-09
bat-bounce,e1_board9_words,budget=8,ball,0.45499359798864625,0.5373251940041379
bat-bounce,e1_board9_words,budget=8,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=8,move,1.2198770337905833e-05,1e-09
bat-bounce,e1_board9_words,budget=8,sport,0.011023455950460373,1e-09
bat-bounce,e1_board9_words,budget=16,ball,0.4536493760690377,0.5367470301252965
bat-bounce,e1_board9_words,budget=16,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=16,move,1.2162730590197355e-05,1e-09
bat-bounce,e1_board9_words,budget=16,sport,0.010990888522734022,1e-09
bat-bounce,e1_board9_words,budget=32,ball,0.4528612919507686,0.5356692316836502
bat-bounce,e1_board9_words,budget=32,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=32,move,1.214160137605409e-05,1e-09
bat-bounce,e1_board9_words,budget=32,sport,0.01097179504405344,1e-09
bat-bounce,e1_board9_words,budget=64,ball,0.4450213026210768,0.5259462658660005
bat-bounce,e1_board9_words,budget=64,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=64,move,1.1931404507994139e-05,1.410107248924105e-05
bat-bounce,e1_board9_words,budget=64,sport,0.010781850004365006,1e-09
bat-bounce,e1_board9_words,budget=128,ball,0.4374746037095466,0.49882417260565576
bat-bounce,e1_board9_words,budget=128,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=128,move,1.172907100871405e-05,1.337390580331668e-05
bat-bounce,e1_board9_words,budget=128,sport,0.010599010721811592,0.012085370691041025
bat-bounce,e1_board9_words,budget=256,ball,0.43659747275764543,0.4917433227888217
bat-bounce,e1_board9_words,budget=256,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=256,move,1.170555437224749e-05,1.3184062119593208e-05
bat-bounce,e1_board9_words,budget=256,sport,0.010577759841680948,0.011913817868335938
bat-bounce,e1_board9_words,budget=512,ball,0.43635778354096866,0.4840297822882073
bat-bounce,e1_board9_words,budget=512,echolocation,1e-09,1e-09
bat-bounce,e1_board9_words,budget=512,move,1.1699128097856733e-05,1.2977255453576166e-05
bat-bounce,e1_board9_words,budget=512,sport,0.01057195271926534,0.011726936395043788
beginning-brake,e1_board2_words,budget=2,start,0.19365579866294166,1e-09
beginning-brake,e1_board2_words,budget=2,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,budget=2,time,0.0018666200608534276,1e-09
beginning-brake,e1_board2_words,budget=2,end,0.05548849377929507,1.0
beginning-brake,e1_board2_words,budget=4,start,0.11924062182444169,0.3486026221437725
beginning-brake,e1_board2_words,budget=4,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,budget=4,time,0.0011493430008441704,1e-09
beginning-brake,e1_board2_words,budget=4,end,0.034166198730050994,0.09988564537609308
beginning-brake,e1_board2_words,budget=8,start,0.09696080459907956,0.32060302134945284
beginning-brake,e1_board2_words,budget=8,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,budget=8,time,0.0009345910849596758,1e-09
beginning-brake,e1_board2_words,budget=8,end,0.027782328440346556,0.09186287670494941
beginning-brake,e1_board2_words,budget=16,start,0.08645012793961405,0.2920677666046898
beginning-brake,e1_board2_words,budget=16,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,budget=16,time,0.0008332802022432233,0.0028151986980873055
beginning-brake,e1_board2_words,budget=16,end,0.024770688094631774,0.08368662628369941
beginning-brake,e1_board2_words,budget=32,start,0.07959146006622761,0.2655468107229175
beginning-brake,e1_board2_words,budget=32,stoplight,1e-09,1e-09
beginning-brake,e1_board2_words,budget=32,time,0.0007671705007440346,0.002559567063900675
beginning-brake,e1_board2_words,budget=32,end,0.02280546344215932,0.07608753601308986
beginning-brake,e1_board2_words,budget=64,start,0.07494297903970033,0.22295716432245205
beginning-brake,e1_board2_words,budget=64,stoplight,0.00012085722017632235,1e-09
beginning-brake,e1_board2_words,budget=64,time,0.000722364468616308,0.0021490516602585127
beginning-brake,e1_board2_words,budget=64,end,0.021473527025566038,0.06388425913901175
beginning-brake,e1_board2_words,budget=128,start,0.06865381458240301,0.17379772788372067
beginning-brake,e1_board2_words,budget=128,stoplight,0.0001107149634462018,1e-09
beginning-brake,e1_board2_words,budget=128,time,0.0006617441276657633,0.0016752110065298995
beginning-brake,e1_board2_words,budget=128,end,0.019671483062642412,0.04979853022277149
beginning-brake,e1_board2_words,budget=256,start,0.0671207891288932,0.1367860252620955
beginning-brake,e1_board2_words,budget=256,stoplight,0.00010824272125427356,1e-09
beginning-brake,e1_board2_words,budget=256,time,0.0006469675184184416,0.0013184605912215893
beginning-brake,e1_board2_words,budget=256,end,0.01923222292208429,0.039193510156960404
beginning-brake,e1_board2_words,budget=512,start,0.0662218468594036,0.11432395196525158
beginning-brake,e1_board2_words,budget=512,stoplight,0.0001067930369051639,1e-09
beginning-brake,e1_board2_words,budget=512,time,0.0006383027447046477,0.0011019519355875541
beginning-brake,e1_board2_words,budget=512,end,0.01897464761128589,0.03275741775483548
birds-aircraft,e1_board2_words,budget=2,flight,0.2928740945319523,0.3935144570705216
birds-aircraft,e1_board2_words,budget=2,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=2,fly,0.20903776490784762,0.28086943878190135
birds-aircraft,e1_board2_words,budget=2,sky,0.0001760126972577043,0.0002364959629139442
birds-aircraft,e1_board2_words,budget=4,flight,0.2719309980251723,0.3237363724648108
birds-aircraft,e1_board2_words,budget=4,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=4,fly,0.1940897098706718,0.23106559775308302
birds-aircraft,e1_board2_words,budget=4,sky,0.00016342622759749816,0.00019456043802378525
birds-aircraft,e1_board2_words,budget=8,flight,0.2710335925597739,0.3237117681623906
birds-aircraft,e1_board2_words,budget=8,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=8,fly,0.1934491901517709,0.23104803652632702
birds-aircraft,e1_board2_words,budget=8,sky,0.00016288690111063012,0.00019454565122729498
birds-aircraft,e1_board2_words,budget=16,flight,0.2706297299753033,0.3236586534116604
birds-aircraft,e1_board2_words,budget=16,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=16,fly,0.1931609347766325,0.23101012607612478
birds-aircraft,e1_board2_words,budget=16,sky,0.0001626441860868663,0.00019451373010243367
birds-aircraft,e1_board2_words,budget=32,flight,0.26969355946051693,0.3235103127338283
birds-aircraft,e1_board2_words,budget=32,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=32,fly,0.19249274665198346,0.23090424848463453
birds-aircraft,e1_board2_words,budget=32,sky,0.00016208156241861722,0.0001944245797019519
birds-aircraft,e1_board2_words,budget=64,flight,0.26904607487613363,0.3231924350602437
birds-aircraft,e1_board2_words,budget=64,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=64,fly,0.19203060700611252,0.23067736451080126
birds-aircraft,e1_board2_words,budget=64,sky,0.0001616924344272453,0.00019423354024926474
birds-aircraft,e1_board2_words,budget=128,flight,0.26884856477073943,0.3119412846884292
birds-aircraft,e1_board2_words,budget=128,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=128,fly,0.1918896349237428,0.2226468989616893
birds-aircraft,e1_board2_words,budget=128,sky,0.00016157373397870738,0.00018747177688006024
birds-aircraft,e1_board2_words,budget=256,flight,0.2683686103033414,0.3052942273709815
birds-aircraft,e1_board2_words,budget=256,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=256,fly,0.19154706925816986,0.21790258722229086
birds-aircraft,e1_board2_words,budget=256,sky,0.00016128528893715255,0.00018347700059525334
birds-aircraft,e1_board2_words,budget=512,flight,0.2604482838900816,0.3013395768107474
birds-aircraft,e1_board2_words,budget=512,turbine,1e-09,1e-09
birds-aircraft,e1_board2_words,budget=512,fly,0.18589396657111132,0.21507997050904412
birds-aircraft,e1_board2_words,budget=512,sky,0.000156525298070131,0.00018110031817501098
breeze-bubble,e1_board8_words,budget=2,air,0.012831629242055212,0.035868126203905136
breeze-bubble,e1_board8_words,budget=2,effect,1e-09,1e-09
breeze-bubble,e1_board8_words,budget=2,outside,0.0010218772125473626,1e-09
breeze-bubble,e1_board8_words,budget=2,wind,0.16467249590665284,1e-09
breeze-bubble,e1_board8_words,budget=4,air,0.006889259658244151,0.018752552541891187
breeze-bubble,e1_board8_words,budget=4,effect,1e-09,1e-09
breeze-bubble,e1_board8_words,budget=4,outside,0.0005486425241315616,1e-09
breeze-bubble,e1_board8_words,budget=4,wind,0.08841212300257928,0.2406576416323627
breeze-bubble,e1_board8_words,budget=8,air,0.005484646106535803,0.01606912093563506
breeze-bubble,e1_board8_words,budget=8,effect,5.6992729013337374e-05,1e-09
breeze-bubble,e1_board8_words,budget=8,outside,0.0004367827942523899,1e-09
breeze-bubble,e1_board8_words,budget=8,wind,0.07038625777682599,0.20622028594967787
breeze-bubble,e1_board8_words,budget=16,air,0.004728736333995512,0.014488304811161553
breeze-bubble,e1_board8_words,budget=16,effect,4.913782643838652e-05,1e-09
breeze-bubble,e1_board8_words,budget=16,outside,0.0003765841276037997,1e-09
breeze-bubble,e1_board8_words,budget=16,wind,0.06068542037135692,0.18593315546328923
breeze-bubble,e1_board8_words,budget=32,air,0.004304276694305856,0.013088695599462814
breeze-bubble,e1_board8_words,budget=32,effect,4.472712923896212e-05,1e-09
breeze-bubble,e1_board8_words,budget=32,outside,0.0003427812779996873,1e-09
breeze-bubble,e1_board8_words,budget=32,wind,0.055238190954047243,0.16797151257003964
breeze-bubble,e1_board8_words,budget=64,air,0.004040637542353935,0.011104999822300484
breeze-bubble,e1_board8_words,budget=64,effect,4.198756966617644e-05,1e-09
breeze-bubble,e1_board8_words,budget=64,outside,0.0003217857491675412,0.000884372985665677
breeze-bubble,e1_board8_words,budget=64,wind,0.05185482346799583,0.14251409569937515
breeze-bubble,e1_board8_words,budget=128,air,0.0038620050739328576,0.008604734047144532
breeze-bubble,e1_board8_words,budget=128,effect,4.0131341995703024e-05,1e-09
breeze-bubble,e1_board8_words,budget=128,outside,0.00030755992908989156,0.0006852583936877442
breeze-bubble,e1_board8_words,budget=128,wind,0.04956237456147228,0.1104273670495558
breeze-bubble,e1_board8_words,budget=256,air,0.0037657608698740672,0.007167366623159593
breeze-bubble,e1_board8_words,budget=256,effect,3.913123738831723e-05,7.447842135269172e-05
breeze-bubble,e1_board8_words,budget=256,outside,0.00029989529374918996,0.0005707902315455487
breeze-bubble,e1_board8_words,budget=256,wind,0.04832724120467558,0.09198116066550935
breeze-bubble,e1_board8_words,budget=512,air,0.003725417095984652,0.005953936199815163
breeze-bubble,e1_board8_words,budget=512,effect,3.871201220441434e-05,6.186927393444765e-05
breeze-bubble,e1_board8_words,budget=512,outside,0.0002966824216790838,0.0004741558233003827
breeze-bubble,e1_board8_words,budget=512,wind,0.047809496355963016,0.07640881107125086
candle-wick,e2_board9_words,budget=2,fire,0.00033817794578629406,0.0003676344033253337
candle-wick,e2_board9_words,budget=2,melt,1.2787332444395147e-07,1e-09
candle-wick,e2_board9_words,budget=2,light,0.0051617608126727325,0.005611367861564256
candle-wick,e2_board9_words,budget=2,flame,0.001895366415761811,0.0020604593233344735
candle-wick,e2_board9_words,budget=4,fire,0.0003011419352958437,0.0003675926533615948
candle-wick,e2_board9_words,budget=4,melt,1.1386910611876318e-07,1e-09
candle-wick,e2_board9_words,budget=4,light,0.004596463666630719,0.005610730613247376
candle-wick,e2_board9_words,budget=4,flame,0.0016877928251949042,0.0020602253297221872
candle-wick,e2_board9_words,budget=8,fire,0.0003007299747105192,0.0003672118907051762
candle-wick,e2_board9_words,budget=8,melt,1.1371333377984607e-07,1e-09
candle-wick,e2_board9_words,budget=8,light,0.004590175728483985,0.005604918863003697
candle-wick,e2_board9_words,budget=8,flame,0.0016854839334774798,0.0020580912912364015
candle-wick,e2_board9_words,budget=16,fire,0.00029984249297514864,0.00036720876706955924
candle-wick,e2_board9_words,budget=16,melt,1.1337775530319154e-07,1e-09
candle-wick,e2_board9_words,budget=16,light,0.004576629698943391,0.0056048711855601445
candle-wick,e2_board9_words,budget=16,flame,0.0016805099158137542,0.0020580737843761306
candle-wick,e2_board9_words,budget=32,fire,0.00029950663565170196,0.0003671934278784406
candle-wick,e2_board9_words,budget=32,melt,1.1325075946261974e-07,1e-09
candle-wick,e2_board9_words,budget=32,light,0.004571503358824476,0.005604637056644877
candle-wick,e2_board9_words,budget=32,flame,0.001678627555656091,0.002057987813696926
candle-wick,e2_board9_words,budget=64,fire,0.00029910881760070835,0.0003659392961965316
candle-wick,e2_board9_words,budget=64,melt,1.131003347606597e-07,1e-09
candle-wick,e2_board9_words,budget=64,light,0.0045654312844867545,0.005585494685445722
candle-wick,e2_board9_words,budget=64,flame,0.0016763979277846345,0.002050958854238005
candle-wick,e2_board9_words,budget=128,fire,0.00029906830888232547,0.00036587192932116113
candle-wick,e2_board9_words,budget=128,melt,1.1308501742683255e-07,1e-09
candle-wick,e2_board9_words,budget=128,light,0.004564812981851334,0.0055844664347815594
candle-wick,e2_board9_words,budget=128,flame,0.0016761708909085603,0.002050581286999505
candle-wick,e2_board9_words,budget=256,fire,0.0002990628295253142,0.0003654774000278162
candle-wick,e2_board9_words,budget=256,melt,1.130829455483864e-07,1e-09
candle-wick,e2_board9_words,budget=256,light,0.0045647293479814995,0.005578444558218603
candle-wick,e2_board9_words,budget=256,flame,0.0016761401810725452,0.002048370091438241
candle-wick,e2_board9_words,budget=512,fire,0.0002990438823896667,0.00031968103380190273
candle-wick,e2_board9_words,budget=512,melt,1.1307578117455856e-07,1e-09
candle-wick,e2_board9_words,budget=512,light,0.004564440149399757,0.00487943419549935
candle-wick,e2_board9_words,budget=512,flame,0.001676033989154862,0.001791697840660015
cave-knight,e2_board1_words,budget=2,castle,0.02844468662279456,1e-09
cave-knight,e2_board1_words,budget=2,opposite,1e-09,1e-09
cave-knight,e2_board1_words,budget=2,dark,0.039123433905492534,1.0
cave-knight,e2_board1_words,budget=2,medieval,0.018641310205429733,1e-09
cave-knight,e2_board1_words,budget=4,castle,0.01309028643333439,1e-09
cave-knight,e2_board1_words,budget=4,opposite,1e-09,1e-09
cave-knight,e2_board1_words,budget=4,dark,0.01800466156895943,0.13755718679165546
cave-knight,e2_board1_words,budget=4,medieval,0.008578758251678743,1e-09
cave-knight,e2_board1_words,budget=8,castle,0.009422363633266597,1e-09
cave-knight,e2_board1_words,budget=8,opposite,1e-09,1e-09
cave-knight,e2_board1_words,budget=8,dark,0.012959721642502154,0.11823658765616145
cave-knight,e2_board1_words,budget=8,medieval,0.006174974106247554,1e-09
cave-knight,e2_board1_words,budget=16,castle,0.00782788260784531,1e-09
cave-knight,e2_board1_words,budget=16,opposite,6.907075908591111e-05,1e-09
cave-knight,e2_board1_words,budget=16,dark,0.010766638138406127,0.07068302727295671
cave-knight,e2_board1_words,budget=16,medieval,0.005130026211207966,1e-09
cave-knight,e2_board1_words,budget=32,castle,0.006902030145225824,1e-09
cave-knight,e2_board1_words,budget=32,opposite,6.0901329931391566e-05,1e-09
cave-knight,e2_board1_words,budget=32,dark,0.009493200743651935,0.05394868191145035
cave-knight,e2_board1_words,budget=32,medieval,0.004523266038771402,1e-09
cave-knight,e2_board1_words,budget=64,castle,0.0064165532496108105,0.02542618158252201
cave-knight,e2_board1_words,budget=64,opposite,5.661763542820705e-05,1e-09
cave-knight,e2_board1_words,budget=64,dark,0.008825465377461717,0.034971717136643946
cave-knight,e2_board1_words,budget=64,medieval,0.004205107307450515,1e-09
cave-knight,e2_board1_words,budget=128,castle,0.006131906706759424,0.01823982967161083
cave-knight,e2_board1_words,budget=128,opposite,5.4106004407294564e-05,0.00016094248523262743
cave-knight,e2_board1_words,budget=128,dark,0.00843395639888331,0.025087454119914622
cave-knight,e2_board1_words,budget=128,medieval,0.004018563346725574,1e-09
cave-knight,e2_board1_words,budget=256,castle,0.00597323106924947,0.013091441517730024
cave-knight,e2_board1_words,budget=256,opposite,5.270590079303377e-05,0.00011551473731251109
cave-knight,e2_board1_words,budget=256,dark,0.008215710513496836,0.01800625029688627
cave-knight,e2_board1_words,budget=256,medieval,0.003914574794484081,1e-09
cave-knight,e2_board1_words,budget=512,castle,0.0059170358123514346,0.010005428663225322
cave-knight,e2_board1_words,budget=512,opposite,5.221005162852472e-05,8.828473641854118e-05
cave-knight,e2_board1_words,budget=512,dark,0.008138418348242655,0.013761681828061515
cave-knight,e2_board1_words,budget=512,medieval,0.003877747065291571,1e-09
chair-table,e2_board10_words,budget=2,sit,0.16973115174162057,0.2802165509674523
chair-table,e2_board10_words,budget=2,meal,4.208717445465073e-06,1e-09
chair-table,e2_board10_words,budget=2,dinner,1.797468070863179e-05,1e-09
chair-table,e2_board10_words,budget=2,furniture,0.08302636425153602,1e-09
chair-table,e2_board10_words,budget=4,sit,0.16786466155045462,0.28019843120203014
chair-table,e2_board10_words,budget=4,meal,4.162435253016937e-06,1e-09
chair-table,e2_board10_words,budget=4,dinner,1.7777017728750098e-05,1e-09
chair-table,e2_board10_words,budget=4,furniture,0.08211334449709774,1e-09
chair-table,e2_board10_words,budget=8,sit,0.16765195531747426,0.2800581968396273
chair-table,e2_board10_words,budget=8,meal,4.157160909301492e-06,1e-09
chair-table,e2_board10_words,budget=8,dinner,1.775449194851867e-05,1e-09
chair-table,e2_board10_words,budget=8,furniture,0.0820092962714374,1e-09
chair-table,e2_board10_words,budget=16,sit,0.16533192549874315,0.23354566141418315
chair-table,e2_board10_words,budget=16,meal,4.0996325777495035e-06,5.7910860170374e-06
chair-table,e2_board10_words,budget=16,dinner,1.7508798716614616e-05,1e-09
chair-table,e2_board10_words,budget=16,furniture,0.08087442127160459,1e-09
chair-table,e2_board10_words,budget=32,sit,0.16456310300379037,0.22464711354514405
chair-table,e2_board10_words,budget=32,meal,4.080568566141903e-06,5.5704342788535755e-06
chair-table,e2_board10_words,budget=32,dinner,1.7427379727073872e-05,2.379033015834741e-05
chair-table,e2_board10_words,budget=32,furniture,0.08049834100669309,1e-09
chair-table,e2_board10_words,budget=64,sit,0.16452332729002306,0.2161016780605522
chair-table,e2_board10_words,budget=64,meal,4.079582272590479e-06,5.358538448099728e-06
chair-table,e2_board10_words,budget=64,dinner,1.7423167443426528e-05,2.288536090093274e-05
chair-table,e2_board10_words,budget=64,furniture,0.08047888416058249,1e-09
chair-table,e2_board10_words,budget=128,sit,0.16449896980361856,0.19495964369911067
chair-table,e2_board10_words,budget=128,meal,4.078978295200906e-06,4.834292616167383e-06
chair-table,e2_board10_words,budget=128,dinner,1.7420587963840768e-05,2.06464005611341e-05
chair-table,e2_board10_words,budget=128,furniture,0.08046696935580022,0.09536723356919756
chair-table,e2_board10_words,budget=256,sit,0.16448053102683377,0.1906766431713271
chair-table,e2_board10_words,budget=256,meal,4.078521080360077e-06,4.728089724975909e-06
chair-table,e2_board10_words,budget=256,dinner,1.741863528089504e-05,2.019282697625084e-05
chair-table,e2_board10_words,budget=256,furniture,0.08045794977052093,0.09327214402163703
chair-table,e2_board10_words,budget=512,sit,0.16447505892089376,0.1900740548050007
chair-table,e2_board10_words,budget=512,meal,4.078385391964065e-06,4.713147717313975e-06
chair-table,e2_board10_words,budget=512,dinner,1.7418055779983946e-05,2.0129012329544493e-05
chair-table,e2_board10_words,budget=512,furniture,0.08045527301344754,0.09297737950326201
circle-dance,e1_board3_words,budget=2,round,0.10266386209730476,1e-09
circle-dance,e1_board3_words,budget=2,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=2,move,0.0042533264218355855,1e-09
circle-dance,e1_board3_words,budget=2,twirl,0.05882745730496294,1e-09
circle-dance,e1_board3_words,budget=4,round,0.06338296800956969,1e-09
circle-dance,e1_board3_words,budget=4,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=4,move,0.0026259332838457473,1e-09
circle-dance,e1_board3_words,budget=4,twirl,0.03631909776500296,1e-09
circle-dance,e1_board3_words,budget=8,round,0.05169169788853891,0.27866334993957576
circle-dance,e1_board3_words,budget=8,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=8,move,0.002141568220085862,1e-09
circle-dance,e1_board3_words,budget=8,twirl,0.02961987878146364,1e-09
circle-dance,e1_board3_words,budget=16,round,0.04544827835308079,0.24909283174623148
circle-dance,e1_board3_words,budget=16,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=16,move,0.0018829056222615232,0.010319825312551793
circle-dance,e1_board3_words,budget=16,twirl,0.026042334661693214,1e-09
circle-dance,e1_board3_words,budget=32,round,0.04159336816450683,0.2011076649209216
circle-dance,e1_board3_words,budget=32,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=32,move,0.0017231980969073287,0.00833181732468907
circle-dance,e1_board3_words,budget=32,twirl,0.023833431159525485,1e-09
circle-dance,e1_board3_words,budget=64,round,0.039044030030062474,0.1557175913843608
circle-dance,e1_board3_words,budget=64,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=64,move,0.0016175799463340717,0.006451323106780794
circle-dance,e1_board3_words,budget=64,twirl,0.02237263397932787,1e-09
circle-dance,e1_board3_words,budget=128,round,0.03726669362143783,0.11052675243122152
circle-dance,e1_board3_words,budget=128,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=128,move,0.001543945546138523,0.004579083105112766
circle-dance,e1_board3_words,budget=128,twirl,0.021354201791419104,1e-09
circle-dance,e1_board3_words,budget=256,round,0.036603955548980854,0.08572452268203562
circle-dance,e1_board3_words,budget=256,moshpit,1e-09,1e-09
circle-dance,e1_board3_words,budget=256,move,0.0015164885491314756,0.0035515357582901444
circle-dance,e1_board3_words,budget=256,twirl,0.020974446005250804,1e-09
circle-dance,e1_board3_words,budget=512,round,0.03617264420772165,0.06459635271288983
