cdf,prag,4,0,0
cdf,no_prag,4,0,0
freq,prag,4,0,0
cdf,prag,4,0.01,1
cdf,no_prag,4,0.01,1
freq,prag,4,0.01,1
cdf,prag,4,0.02,2
cdf,no_prag,4,0.02,2
freq,prag,4,0.02,2
cdf,prag,4,0.04,3
cdf,no_prag,4,0.04,3
freq,prag,4,0.04,3
cdf,prag,4,0.08,4
cdf,no_prag,4,0.08,4
freq,prag,4,0.08,4
cdf,prag,4,0.1,5
cdf,no_prag,4,0.1,5
freq,prag,4,0.1,5
cdf,prag,4,0.12,6
cdf,no_prag,4,0.12,6
freq,prag,4,0.12,6
cdf,prag,4,0.14,7
cdf,no_prag,4,0.14,7
freq,prag,4,0.14,7
cdf,prag,4,0.18,8
cdf,no_prag,4,0.18,8
freq,prag,4,0.18,8
cdf,prag,4,0.2,9
cdf,no_prag,4,0.2,9
freq,prag,4,0.2,9
cdf,prag,4,0.22,10
cdf,no_prag,4,0.22,10
freq,prag,4,0.22,10
cdf,prag,4,0.24,11
cdf,no_prag,4,0.24,11
freq,prag,4,0.24,11
cdf,prag,4,0.26,12
cdf,no_prag,4,0.26,12
freq,prag,4,0.26,12
cdf,prag,4,0.28,13
cdf,no_prag,4,0.28,13
freq,prag,4,0.28,13
cdf,prag,4,0.3,14
cdf,no_prag,4,0.3,14
freq,prag,4,0.3,14
cdf,prag,4,0.32,15
cdf,no_prag,4,0.32,15
freq,prag,4,0.32,15
cdf,prag,4,0.64,16
cdf,no_prag,4,0.64,16
freq,prag,4,0.64,16
cdf,prag,4,1,17
cdf,no_prag,4,1,17
freq,prag,4,1,17
cdf,prag,6,0,18
cdf,no_prag,6,0,18
freq,prag,6,0,18
cdf,prag,6,0.01,19
cdf,no_prag,6,0.01,19
freq,prag,6,0.01,19
cdf,prag,6,0.02,20
cdf,no_prag,6,0.02,20
freq,prag,6,0.02,20
cdf,prag,6,0.04,21
cdf,no_prag,6,0.04,21
freq,prag,6,0.04,21
cdf,prag,6,0.08,22
cdf,no_prag,6,0.08,22
freq,prag,6,0.08,22
cdf,prag,6,0.1,23
cdf,no_prag,6,0.1,23
freq,prag,6,0.1,23
cdf,prag,6,0.12,24
cdf,no_prag,6,0.12,24
freq,prag,6,0.12,24
cdf,prag,6,0.14,25
cdf,no_prag,6,0.14,25
freq,prag,6,0.14,25
cdf,prag,6,0.18,26
cdf,no_prag,6,0.18,26
freq,prag,6,0.18,26
cdf,prag,6,0.2,27
cdf,no_prag,6,0.2,27
freq,prag,6,0.2,27
cdf,prag,6,0.22,28
cdf,no_prag,6,0.22,28
freq,prag,6,0.22,28
cdf,prag,6,0.24,29
cdf,no_prag,6,0.24,29
freq,prag,6,0.24,29
cdf,prag,6,0.26,30
cdf,no_prag,6,0.26,30
freq,prag,6,0.26,30
cdf,prag,6,0.28,31
cdf,no_prag,6,0.28,31
freq,prag,6,0.28,31
cdf,prag,6,0.3,32
cdf,no_prag,6,0.3,32
freq,prag,6,0.3,32
cdf,prag,6,0.32,33
cdf,no_prag,6,0.32,33
freq,prag,6,0.32,33
cdf,prag,6,0.64,34
cdf,no_prag,6,0.64,34
freq,prag,6,0.64,34
cdf,prag,6,1,35
cdf,no_prag,6,1,35
freq,prag,6,1,35
cdf,prag,8,0,36
cdf,no_prag,8,0,36
freq,prag,8,0,36
cdf,prag,8,0.01,37
cdf,no_prag,8,0.01,37
freq,prag,8,0.01,37
cdf,prag,8,0.02,38
cdf,no_prag,8,0.02,38
freq,prag,8,0.02,38
cdf,prag,8,0.04,39
cdf,no_prag,8,0.04,39
freq,prag,8,0.04,39
cdf,prag,8,0.08,40
cdf,no_prag,8,0.08,40
freq,prag,8,0.08,40
cdf,prag,8,0.1,41
cdf,no_prag,8,0.1,41
freq,prag,8,0.1,41
cdf,prag,8,0.12,42
cdf,no_prag,8,0.12,42
freq,prag,8,0.12,42
cdf,prag,8,0.14,43
cdf,no_prag,8,0.14,43
freq,prag,8,0.14,43
cdf,prag,8,0.18,44
cdf,no_prag,8,0.18,44
freq,prag,8,0.18,44
cdf,prag,8,0.2,45
cdf,no_prag,8,0.2,45
freq,prag,8,0.2,45
cdf,prag,8,0.22,46
cdf,no_prag,8,0.22,46
freq,prag,8,0.22,46
cdf,prag,8,0.24,47
cdf,no_prag,8,0.24,47
freq,prag,8,0.24,47
cdf,prag,8,0.26,48
cdf,no_prag,8,0.26,48
freq,prag,8,0.26,48
cdf,prag,8,0.28,49
cdf,no_prag,8,0.28,49
freq,prag,8,0.28,49
cdf,prag,8,0.3,50
cdf,no_prag,8,0.3,50
freq,prag,8,0.3,50
cdf,prag,8,0.32,51
cdf,no_prag,8,0.32,51
freq,prag,8,0.32,51
cdf,prag,8,0.64,52
cdf,no_prag,8,0.64,52
freq,prag,8,0.64,52
cdf,prag,8,1,53
cdf,no_prag,8,1,53
freq,prag,8,1,53
cdf,prag,10,0,54
cdf,no_prag,10,0,54
freq,prag,10,0,54
cdf,prag,10,0.01,55
cdf,no_prag,10,0.01,55
freq,prag,10,0.01,55
cdf,prag,10,0.02,56
cdf,no_prag,10,0.02,56
freq,prag,10,0.02,56
cdf,prag,10,0.04,57
cdf,no_prag,10,0.04,57
freq,prag,10,0.04,57
cdf,prag,10,0.08,58
