cdf,additive,1,0,0,100000
cdf,RSA,1,0,0,100000
freq,additive,1,0,0,100000
freq,RSA,1,0,0,100000
cdf,additive,2,0,0,100001
cdf,RSA,2,0,0,100001
freq,additive,2,0,0,100001
freq,RSA,2,0,0,100001
cdf,additive,4,0,0,100002
cdf,RSA,4,0,0,100002
freq,additive,4,0,0,100002
freq,RSA,4,0,0,100002
cdf,additive,6,0,0,100003
cdf,RSA,6,0,0,100003
freq,additive,6,0,0,100003
freq,RSA,6,0,0,100003
cdf,additive,8,0,0,100004
cdf,RSA,8,0,0,100004
freq,additive,8,0,0,100004
freq,RSA,8,0,0,100004
cdf,additive,10,0,0,100005
cdf,RSA,10,0,0,100005
freq,additive,10,0,0,100005
freq,RSA,10,0,0,100005
cdf,additive,12,0,0,100006
cdf,RSA,12,0,0,100006
freq,additive,12,0,0,100006
freq,RSA,12,0,0,100006
cdf,additive,14,0,0,100007
cdf,RSA,14,0,0,100007
freq,additive,14,0,0,100007
freq,RSA,14,0,0,100007
cdf,additive,16,0,0,100008
cdf,RSA,16,0,0,100008
freq,additive,16,0,0,100008
freq,RSA,16,0,0,100008
cdf,additive,20,0,0,100009
cdf,RSA,20,0,0,100009
freq,additive,20,0,0,100009
freq,RSA,20,0,0,100009
cdf,additive,24,0,0,100010
cdf,RSA,24,0,0,100010
freq,additive,24,0,0,100010
freq,RSA,24,0,0,100010
cdf,additive,28,0,0,100011
cdf,RSA,28,0,0,100011
freq,additive,28,0,0,100011
freq,RSA,28,0,0,100011
cdf,additive,32,0,0,100012
cdf,RSA,32,0,0,100012
freq,additive,32,0,0,100012
freq,RSA,32,0,0,100012
